PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret
81128,1/14/2005,247,0.22%,1.062,0.0114,7.70%,8.27%,13.34%,0.18%
81128,1/21/2005,248,-2.36%,1.0634,0.0113,7.68%,8.25%,13.38%,-0.98%
81128,1/28/2005,249,3.80%,1.0637,0.0114,7.67%,8.24%,13.38%,3.50%
81132,1/7/2005,246,-5.28%,1.9627,-0.0019,4.82%,7.39%,57.34%,-0.14%
81132,1/14/2005,247,-4.21%,1.9626,-0.002,4.82%,7.38%,57.27%,-4.25%
81132,1/21/2005,248,-4.05%,1.9634,-0.0021,4.81%,7.36%,57.30%,-1.46%
81132,1/28/2005,249,-2.73%,1.963,-0.0022,4.81%,7.35%,57.25%,-3.26%
81133,1/7/2005,246,-5.57%,1.1428,-0.0003,9.78%,10.31%,9.98%,-2.60%
81133,1/14/2005,247,0.48%,1.1428,-0.0003,9.76%,10.29%,9.98%,0.44%
81133,1/21/2005,248,0.00%,1.1418,-0.0003,9.74%,10.27%,9.97%,1.49%
81133,1/28/2005,249,5.00%,1.1425,-0.0001,9.73%,10.25%,9.98%,4.68%
81134,1/7/2005,246,-13.03%,0.3352,0.0184,13.46%,13.49%,0.50%,-12.23%
81134,1/14/2005,247,-7.36%,0.335,0.0181,13.44%,13.48%,0.50%,-7.40%
81134,1/21/2005,248,-5.70%,0.3396,0.0178,13.42%,13.46%,0.51%,-5.29%
81134,1/28/2005,249,-2.87%,0.3389,0.0176,13.40%,13.43%,0.51%,-3.00%
81137,1/7/2005,246,-3.14%,1.5586,0.0046,13.06%,13.80%,10.36%,0.94%
81137,1/14/2005,247,-2.83%,1.5585,0.0045,13.04%,13.77%,10.36%,-2.88%
81137,1/21/2005,248,2.71%,1.5557,0.0047,13.02%,13.75%,10.33%,4.76%
81137,1/28/2005,249,1.22%,1.5558,0.0047,12.99%,13.72%,10.33%,0.79%
81138,1/7/2005,246,1.04%,0.9084,0.0102,5.88%,6.43%,16.21%,3.41%
81138,1/14/2005,247,-0.26%,0.9084,0.0101,5.87%,6.42%,16.21%,-0.30%
81138,1/21/2005,248,-4.59%,0.9112,0.0099,5.87%,6.41%,16.28%,-3.41%
81138,1/28/2005,249,-0.81%,0.9109,0.0098,5.86%,6.40%,16.26%,-1.08%
81140,1/7/2005,246,-17.56%,1.0455,0.0022,16.64%,16.90%,3.11%,-14.89%
81140,1/14/2005,247,14.50%,1.0458,0.0027,16.63%,16.89%,3.10%,14.46%
81140,1/21/2005,248,2.00%,1.0438,0.0029,16.59%,16.86%,3.09%,3.36%
81140,1/28/2005,249,-11.11%,1.0421,0.0024,16.58%,16.84%,3.08%,-11.41%
81142,1/7/2005,246,-10.85%,0.8615,-0.0013,9.80%,10.10%,5.91%,-8.65%
81142,1/14/2005,247,9.57%,0.8617,-0.001,9.80%,10.10%,5.89%,9.52%
81142,1/21/2005,248,-4.96%,0.8641,-0.0011,9.78%,10.08%,5.92%,-3.84%
81142,1/28/2005,249,-1.46%,0.8639,-0.0012,9.76%,10.06%,5.92%,-1.71%
81148,1/7/2005,246,1.23%,0.1028,0.0028,3.41%,3.42%,0.73%,1.47%
81148,1/14/2005,247,3.91%,0.1029,0.003,3.41%,3.42%,0.73%,3.87%
81148,1/21/2005,248,1.60%,0.1019,0.003,3.41%,3.42%,0.72%,1.71%
81148,1/28/2005,249,1.52%,0.1021,0.0031,3.40%,3.41%,0.72%,1.45%
81162,1/7/2005,246,-15.70%,2.6899,0.0012,9.13%,11.92%,41.35%,-8.67%
81162,1/14/2005,247,-3.12%,2.6899,0.001,9.11%,11.90%,41.33%,-3.16%
81162,1/21/2005,248,-5.67%,2.6913,0.001,9.10%,11.88%,41.37%,-2.11%
81162,1/28/2005,249,0.24%,2.6912,0.0009,9.08%,11.86%,41.37%,-0.47%
81165,1/7/2005,246,-7.31%,0.9385,0.0059,9.10%,9.49%,7.95%,-4.89%
81165,1/14/2005,247,8.53%,0.9387,0.0062,9.10%,9.48%,7.93%,8.49%
81165,1/21/2005,248,-4.60%,0.9412,0.0061,9.08%,9.47%,7.97%,-3.38%
81165,1/28/2005,249,-5.29%,0.9403,0.0058,9.07%,9.46%,7.94%,-5.56%
81172,1/7/2005,246,-8.19%,1.2636,0,8.09%,8.86%,16.52%,-4.91%
81172,1/14/2005,247,-1.03%,1.2635,0,8.08%,8.84%,16.52%,-1.07%
81172,1/21/2005,248,-4.85%,1.2656,-0.0001,8.06%,8.83%,16.57%,-3.20%
81172,1/28/2005,249,0.36%,1.2656,-0.0001,8.05%,8.81%,16.57%,0.01%
81173,1/7/2005,246,-7.82%,0.7597,-0.0015,8.78%,9.04%,5.73%,-5.87%
81173,1/14/2005,247,-1.35%,0.7597,-0.0015,8.76%,9.02%,5.73%,-1.39%
81173,1/21/2005,248,2.54%,0.7573,-0.0014,8.75%,9.01%,5.70%,3.52%
81173,1/28/2005,249,-0.19%,0.7573,-0.0014,8.73%,8.99%,5.70%,-0.42%
81178,1/7/2005,246,-9.87%,2.1752,0.0038,9.84%,11.63%,28.39%,-4.18%
81178,1/14/2005,247,2.88%,2.1752,0.0039,9.83%,11.61%,28.39%,2.83%
81178,1/21/2005,248,1.34%,2.1727,0.0041,9.81%,11.59%,28.34%,4.22%
81178,1/28/2005,249,-9.71%,2.1712,0.0037,9.81%,11.58%,28.22%,-10.28%
81181,1/7/2005,245,-16.84%,0.972,0.0112,20.61%,20.80%,1.78%,-14.37%
81181,1/14/2005,246,-7.59%,0.9718,0.0109,20.58%,20.76%,1.78%,-7.64%
81181,1/21/2005,247,2.74%,0.9699,0.011,20.54%,20.72%,1.77%,4.01%
81181,1/28/2005,248,1.33%,0.9699,0.011,20.49%,20.68%,1.77%,1.05%
81182,1/7/2005,245,-2.87%,0.48,0.0058,5.87%,6.03%,5.16%,-1.65%
81182,1/14/2005,246,-3.26%,0.4799,0.0056,5.86%,6.02%,5.15%,-3.30%
81182,1/21/2005,247,-9.38%,0.4859,0.0053,5.88%,6.04%,5.23%,-8.77%
81182,1/28/2005,248,0.58%,0.4859,0.0053,5.87%,6.03%,5.23%,0.42%
81184,1/7/2005,246,-5.66%,0.5951,0.0049,5.57%,5.82%,8.48%,-4.15%
81184,1/14/2005,247,5.99%,0.5952,0.0051,5.57%,5.82%,8.45%,5.95%
81184,1/21/2005,248,5.72%,0.5914,0.0053,5.57%,5.82%,8.32%,6.49%
81184,1/28/2005,249,1.27%,0.5914,0.0053,5.56%,5.81%,8.33%,1.09%
81185,1/7/2005,246,1.45%,0.9721,0.0024,13.26%,13.54%,4.18%,3.99%
81185,1/14/2005,247,7.14%,0.9723,0.0027,13.24%,13.52%,4.18%,7.10%
81185,1/21/2005,248,-17.33%,0.9828,0.0021,13.25%,13.54%,4.25%,-16.07%
81185,1/28/2005,249,-27.42%,0.9788,0.0009,13.34%,13.63%,4.14%,-27.70%
81190,1/7/2005,246,-9.83%,0.9713,0.0022,5.93%,6.55%,17.86%,-7.34%
81190,1/14/2005,247,12.79%,0.9716,0.0027,5.98%,6.58%,17.61%,12.75%
81190,1/21/2005,248,-1.97%,0.9722,0.0026,5.96%,6.57%,17.64%,-0.71%
81190,1/28/2005,249,3.48%,0.9726,0.0027,5.96%,6.56%,17.64%,3.20%
81195,1/7/2005,246,-4.03%,1.352,0.0011,6.22%,7.32%,27.72%,-0.50%
81195,1/14/2005,247,2.80%,1.3521,0.0012,6.21%,7.30%,27.71%,2.76%
81195,1/21/2005,248,4.49%,1.3481,0.0014,6.21%,7.29%,27.53%,6.26%
81195,1/28/2005,249,-0.46%,1.3479,0.0014,6.20%,7.28%,27.52%,-0.83%
81201,1/7/2005,245,62.26%,0.5072,0.0006,13.19%,13.27%,1.19%,63.78%
81201,1/14/2005,246,-18.60%,0.5067,-0.0002,13.22%,13.30%,1.18%,-18.65%
81201,1/21/2005,247,0.00%,0.5063,-0.0001,13.19%,13.27%,1.18%,0.64%
81201,1/28/2005,248,0.00%,0.5063,-0.0001,13.16%,13.24%,1.18%,-0.16%
81206,1/7/2005,246,4.03%,0.0115,0.0046,3.03%,3.03%,0.01%,4.03%
81206,1/14/2005,247,-2.73%,0.0114,0.0044,3.03%,3.03%,0.01%,-2.77%
81206,1/21/2005,248,3.02%,0.0097,0.0045,3.02%,3.02%,0.01%,3.00%
81206,1/28/2005,249,-3.46%,0.0092,0.0044,3.03%,3.03%,0.01%,-3.50%
81208,1/7/2005,246,1.04%,0.5466,0.0051,4.50%,4.76%,10.69%,2.45%
81208,1/14/2005,247,-0.67%,0.5466,0.0051,4.49%,4.76%,10.68%,-0.71%
81208,1/21/2005,248,8.17%,0.5412,0.0054,4.52%,4.77%,10.37%,8.86%
81208,1/28/2005,249,1.46%,0.5413,0.0054,4.51%,4.76%,10.37%,1.29%
81212,1/7/2005,246,-9.71%,2.3492,-0.0003,15.01%,16.43%,16.59%,-3.56%
81212,1/14/2005,247,4.43%,2.3493,-0.0001,14.98%,16.40%,16.59%,4.39%
81212,1/21/2005,248,-8.55%,2.3528,-0.0003,14.95%,16.38%,16.64%,-5.44%
81212,1/28/2005,249,13.32%,2.3546,0.0002,14.94%,16.37%,16.62%,12.70%
81220,1/7/2005,246,-3.61%,1.5829,0.0042,8.27%,9.42%,22.95%,0.53%
81220,1/14/2005,247,0.81%,1.5829,0.0042,8.25%,9.40%,22.95%,0.77%
81220,1/21/2005,248,-5.92%,1.5857,0.0041,8.24%,9.39%,23.00%,-3.84%
81220,1/28/2005,249,4.53%,1.5862,0.0042,8.22%,9.37%,23.00%,4.10%
81222,1/7/2005,246,0.11%,0.7282,0.008,6.33%,6.66%,9.70%,2.00%
81222,1/14/2005,247,-0.53%,0.7282,0.008,6.32%,6.65%,9.70%,-0.57%
81222,1/21/2005,248,-2.01%,0.7294,0.0079,6.31%,6.64%,9.73%,-1.07%
81222,1/28/2005,249,-5.41%,0.7285,0.0076,6.31%,6.64%,9.67%,-5.63%
81225,1/7/2005,246,-9.45%,0.5547,0.0037,11.68%,11.78%,1.80%,-8.05%
81225,1/14/2005,247,-4.83%,0.5546,0.0035,11.66%,11.76%,1.80%,-4.87%
81225,1/21/2005,248,6.38%,0.5503,0.0038,11.64%,11.74%,1.77%,7.09%
81225,1/28/2005,249,-1.08%,0.55,0.0037,11.62%,11.72%,1.77%,-1.25%
81233,1/7/2005,246,-5.38%,1.3801,-0.0075,13.00%,13.58%,8.38%,-1.79%
81233,1/14/2005,247,26.02%,1.3806,-0.0064,13.08%,13.66%,8.26%,25.98%
81233,1/21/2005,248,-10.32%,1.3857,-0.0067,13.07%,13.65%,8.31%,-8.51%
81233,1/28/2005,249,-1.44%,1.3855,-0.0068,13.04%,13.62%,8.31%,-1.82%
81241,1/7/2005,246,-11.09%,2.4904,0.001,8.66%,11.20%,40.16%,-4.57%
81241,1/14/2005,247,-0.20%,2.4904,0.0009,8.64%,11.18%,40.16%,-0.24%
81241,1/21/2005,248,-5.24%,2.4917,0.0009,8.63%,11.16%,40.20%,-1.94%
81241,1/28/2005,249,5.32%,2.4924,0.001,8.62%,11.14%,40.19%,4.66%
81242,1/7/2005,246,-3.33%,0.6881,0.0013,8.19%,8.42%,5.42%,-1.56%
81242,1/14/2005,247,-2.76%,0.688,0.0012,8.18%,8.41%,5.41%,-2.80%
81242,1/21/2005,248,4.61%,0.6846,0.0014,8.17%,8.40%,5.36%,5.50%
81242,1/28/2005,249,-5.42%,0.6837,0.0011,8.16%,8.39%,5.34%,-5.63%
81244,1/7/2005,246,-2.82%,0.2307,0.0028,3.60%,3.66%,3.22%,-2.26%
81244,1/14/2005,247,-4.27%,0.2306,0.0026,3.61%,3.67%,3.20%,-4.31%
81244,1/21/2005,248,0.77%,0.2301,0.0027,3.60%,3.66%,3.19%,1.04%
81244,1/28/2005,249,1.97%,0.2303,0.0027,3.60%,3.65%,3.19%,1.88%
81254,1/7/2005,246,-1.85%,1.6939,0.0111,15.60%,16.33%,8.74%,2.59%
81254,1/14/2005,247,13.06%,1.6942,0.0116,15.59%,16.31%,8.72%,13.01%
81254,1/21/2005,248,-2.98%,1.6954,0.0115,15.56%,16.28%,8.74%,-0.75%
81254,1/28/2005,249,4.29%,1.6958,0.0116,15.53%,16.25%,8.74%,3.84%
81256,1/7/2005,246,-13.29%,2.7645,0.0059,11.31%,13.78%,32.67%,-6.06%
81256,1/14/2005,247,-1.41%,2.7644,0.0058,11.29%,13.76%,32.66%,-1.45%
81256,1/21/2005,248,-4.71%,2.7655,0.0057,11.27%,13.73%,32.69%,-1.05%
81256,1/28/2005,249,-3.89%,2.7647,0.0055,11.25%,13.71%,32.66%,-4.61%
81259,1/7/2005,246,0.97%,0.2162,0.0037,3.27%,3.33%,3.42%,1.51%
81259,1/14/2005,247,-1.13%,0.2161,0.0036,3.27%,3.33%,3.41%,-1.17%
81259,1/21/2005,248,-0.76%,0.2167,0.0036,3.26%,3.32%,3.43%,-0.51%
81259,1/28/2005,249,-1.54%,0.2164,0.0035,3.26%,3.32%,3.42%,-1.63%
81262,1/7/2005,246,3.98%,0.602,0.0108,5.79%,6.04%,8.06%,5.55%
81262,1/14/2005,247,-0.07%,0.602,0.0107,5.78%,6.03%,8.06%,-0.11%
81262,1/21/2005,248,-5.10%,0.6055,0.0105,5.78%,6.03%,8.12%,-4.33%
81262,1/28/2005,249,0.05%,0.6053,0.0105,5.77%,6.02%,8.12%,-0.14%
81275,1/7/2005,246,-0.43%,2.595,0.0035,8.11%,10.98%,45.39%,6.40%
81275,1/14/2005,247,0.32%,2.595,0.0035,8.09%,10.95%,45.39%,0.28%
81275,1/21/2005,248,1.83%,2.5918,0.0037,8.08%,10.93%,45.31%,5.27%
81275,1/28/2005,249,2.44%,2.592,0.0037,8.07%,10.91%,45.32%,1.76%
81278,1/7/2005,246,-3.13%,0.2707,0.0026,3.81%,3.88%,3.95%,-2.46%
81278,1/14/2005,247,-1.48%,0.2707,0.0025,3.80%,3.88%,3.94%,-1.52%
81278,1/21/2005,248,-0.12%,0.2707,0.0025,3.79%,3.87%,3.95%,0.21%
81278,1/28/2005,249,-3.67%,0.2701,0.0023,3.79%,3.87%,3.91%,-3.78%
81282,1/7/2005,246,-8.92%,1.3589,0.0031,9.53%,10.28%,14.18%,-5.39%
81282,1/14/2005,247,0.66%,1.3589,0.0031,9.51%,10.26%,14.18%,0.62%
81282,1/21/2005,248,-1.92%,1.3592,0.0031,9.49%,10.24%,14.20%,-0.14%
81282,1/28/2005,249,17.25%,1.3616,0.0038,9.53%,10.28%,14.09%,16.88%
81284,1/7/2005,246,-3.68%,0.4626,0.0053,3.10%,3.37%,15.31%,-2.51%
81284,1/14/2005,247,-0.11%,0.4626,0.0053,3.09%,3.36%,15.31%,-0.15%
81284,1/21/2005,248,-2.48%,0.4642,0.0052,3.09%,3.36%,15.37%,-1.90%
81284,1/28/2005,249,-1.33%,0.4639,0.0051,3.09%,3.36%,15.33%,-1.48%
81285,1/7/2005,246,-3.17%,0.6412,0.0053,3.31%,3.78%,23.33%,-1.52%
81285,1/14/2005,247,0.37%,0.6412,0.0053,3.31%,3.78%,23.33%,0.33%
81285,1/21/2005,248,-2.64%,0.6427,0.0052,3.30%,3.77%,23.39%,-1.82%
81285,1/28/2005,249,0.97%,0.6427,0.0052,3.30%,3.77%,23.39%,0.77%
81288,1/7/2005,246,-0.18%,0.3841,0.0114,15.33%,15.37%,0.51%,0.79%
81288,1/14/2005,247,6.90%,0.3842,0.0116,15.31%,15.34%,0.51%,6.86%
81288,1/21/2005,248,4.41%,0.3818,0.0118,15.28%,15.32%,0.50%,4.90%
81288,1/28/2005,249,-7.15%,0.3806,0.0114,15.26%,15.29%,0.50%,-7.29%
81290,1/7/2005,246,-1.42%,0.8445,0.0096,7.90%,8.26%,8.49%,0.77%
81290,1/14/2005,247,0.70%,0.8445,0.0096,7.88%,8.24%,8.49%,0.66%
81290,1/21/2005,248,0.95%,0.8438,0.0097,7.87%,8.23%,8.48%,2.05%
81290,1/28/2005,249,-0.33%,0.8435,0.0096,7.85%,8.21%,8.48%,-0.57%
81291,1/7/2005,245,3.41%,0.1355,0.0027,2.87%,2.89%,1.79%,3.74%
81291,1/14/2005,246,-0.16%,0.1355,0.0027,2.86%,2.89%,1.79%,-0.20%
81291,1/21/2005,247,0.31%,0.1354,0.0027,2.86%,2.88%,1.78%,0.46%
81291,1/28/2005,248,-5.33%,0.1345,0.0025,2.87%,2.90%,1.73%,-5.40%
81292,1/7/2005,246,-9.01%,0.7445,0.0015,4.54%,5.01%,17.94%,-7.11%
81292,1/14/2005,247,2.81%,0.7445,0.0016,4.53%,5.00%,17.93%,2.76%
81292,1/21/2005,248,1.56%,0.743,0.0017,4.52%,4.99%,17.86%,2.52%
81292,1/28/2005,249,4.27%,0.7436,0.0018,4.52%,4.99%,17.84%,4.05%
81293,1/7/2005,246,-7.47%,0.9281,0.0113,9.82%,10.17%,6.77%,-5.08%
81293,1/14/2005,247,-1.79%,0.928,0.0112,9.80%,10.15%,6.76%,-1.84%
81293,1/21/2005,248,-5.43%,0.9315,0.011,9.78%,10.14%,6.81%,-4.22%
81293,1/28/2005,249,1.76%,0.9315,0.011,9.76%,10.11%,6.81%,1.49%
81294,1/7/2005,246,2.60%,0.2952,0.003,3.88%,3.97%,4.50%,3.35%
81294,1/14/2005,247,-0.45%,0.2952,0.003,3.87%,3.96%,4.50%,-0.49%
81294,1/21/2005,248,3.96%,0.2926,0.0031,3.87%,3.96%,4.41%,4.32%
81294,1/28/2005,249,6.81%,0.2935,0.0034,3.88%,3.97%,4.39%,6.70%
81297,1/7/2005,246,-0.04%,0.175,0.0055,2.91%,2.95%,2.86%,0.38%
81297,1/14/2005,247,2.91%,0.1751,0.0056,2.91%,2.95%,2.85%,2.87%
81297,1/21/2005,248,4.53%,0.1724,0.0057,2.91%,2.95%,2.75%,4.73%
81297,1/28/2005,249,-1.35%,0.1721,0.0057,2.91%,2.95%,2.73%,-1.44%
81298,1/7/2005,245,-0.63%,0.0922,0.0023,2.75%,2.76%,0.91%,-0.42%
81298,1/14/2005,246,-0.84%,0.0922,0.0022,2.74%,2.75%,0.91%,-0.88%
81298,1/21/2005,247,-1.27%,0.0931,0.0022,2.74%,2.75%,0.93%,-1.18%
81298,1/28/2005,248,-0.88%,0.0929,0.0021,2.73%,2.75%,0.92%,-0.94%
81299,1/7/2005,246,1.73%,0.1935,0.0017,2.61%,2.67%,4.27%,2.21%
81299,1/14/2005,247,1.81%,0.1936,0.0018,2.61%,2.67%,4.26%,1.77%
81299,1/21/2005,248,-1.88%,0.1948,0.0017,2.61%,2.66%,4.31%,-1.65%
81299,1/28/2005,249,1.49%,0.1949,0.0018,2.60%,2.66%,4.31%,1.40%
81300,1/7/2005,246,2.22%,0.2653,0.0076,7.21%,7.25%,1.09%,2.89%
81300,1/14/2005,247,5.96%,0.2654,0.0078,7.21%,7.25%,1.08%,5.92%
81300,1/21/2005,248,-1.32%,0.2665,0.0077,7.19%,7.23%,1.09%,-1.00%
81300,1/28/2005,249,2.18%,0.2667,0.0078,7.18%,7.22%,1.10%,2.08%
81311,1/7/2005,246,1.31%,0.6289,0.0015,6.29%,6.54%,7.51%,2.94%
81311,1/14/2005,247,-0.28%,0.6289,0.0015,6.28%,6.53%,7.51%,-0.32%
81311,1/21/2005,248,0.56%,0.6281,0.0016,6.27%,6.51%,7.49%,1.36%
81311,1/28/2005,249,0.46%,0.6281,0.0016,6.25%,6.50%,7.49%,0.27%
81331,1/7/2005,246,-10.20%,0.3143,0.0024,3.98%,4.08%,4.82%,-9.45%
81331,1/14/2005,247,4.33%,0.3144,0.0025,3.98%,4.08%,4.80%,4.29%
81331,1/21/2005,248,-4.17%,0.317,0.0024,3.98%,4.08%,4.86%,-3.78%
81331,1/28/2005,249,0.93%,0.3171,0.0024,3.97%,4.07%,4.87%,0.81%
81472,1/7/2005,246,-8.17%,2.4469,0.0006,6.36%,9.44%,54.60%,-1.75%
81472,1/14/2005,247,5.68%,2.447,0.0008,6.36%,9.42%,54.52%,5.63%
81472,1/21/2005,248,-3.30%,2.4471,0.0008,6.34%,9.41%,54.54%,-0.07%
81472,1/28/2005,249,6.89%,2.448,0.0011,6.34%,9.40%,54.47%,6.25%
81481,1/7/2005,246,-3.20%,1.387,0.0036,6.10%,7.27%,29.54%,0.42%
81481,1/14/2005,247,0.93%,1.387,0.0036,6.09%,7.26%,29.54%,0.89%
81481,1/21/2005,248,-1.60%,1.3871,0.0036,6.08%,7.24%,29.56%,0.22%
81481,1/28/2005,249,-3.33%,1.3865,0.0035,6.07%,7.23%,29.51%,-3.71%
81483,1/7/2005,246,-5.34%,1.9531,0.0029,10.70%,12.06%,21.30%,-0.22%
81483,1/14/2005,247,-0.76%,1.9531,0.0029,10.68%,12.03%,21.30%,-0.80%
81483,1/21/2005,248,3.53%,1.9493,0.0031,10.66%,12.01%,21.23%,6.11%
81483,1/28/2005,249,0.00%,1.9492,0.0031,10.64%,11.99%,21.23%,-0.52%
81488,1/7/2005,246,-7.34%,0.2046,0.0077,5.05%,5.08%,1.32%,-6.86%
81488,1/14/2005,247,-4.75%,0.2045,0.0074,5.05%,5.08%,1.31%,-4.79%
81488,1/21/2005,248,-3.90%,0.2073,0.0073,5.05%,5.08%,1.34%,-3.66%
81488,1/28/2005,249,-3.85%,0.2066,0.0071,5.05%,5.08%,1.33%,-3.94%
81491,1/7/2005,246,-7.09%,2.0315,0.0142,15.03%,16.11%,12.92%,-1.78%
81491,1/14/2005,247,-3.01%,2.0314,0.0141,15.00%,16.08%,12.91%,-3.05%
81491,1/21/2005,248,2.50%,2.0289,0.0142,14.97%,16.04%,12.89%,5.18%
81491,1/28/2005,249,-1.40%,2.0284,0.0141,14.94%,16.01%,12.88%,-1.93%
81499,1/7/2005,246,-0.63%,0.2279,-0.0017,7.57%,7.60%,0.73%,-0.06%
81499,1/14/2005,247,0.16%,0.2279,-0.0017,7.55%,7.58%,0.73%,0.12%
81499,1/21/2005,248,-5.35%,0.231,-0.0019,7.54%,7.57%,0.75%,-5.07%
81499,1/28/2005,249,-1.33%,0.2309,-0.0019,7.53%,7.56%,0.75%,-1.43%
81501,1/7/2005,246,-6.81%,1.4813,0.0024,5.21%,6.71%,39.60%,-2.95%
81501,1/14/2005,247,0.37%,1.4813,0.0024,5.20%,6.69%,39.60%,0.33%
81501,1/21/2005,248,-0.35%,1.4804,0.0025,5.19%,6.68%,39.58%,1.59%
81501,1/28/2005,249,6.22%,1.4812,0.0027,5.19%,6.68%,39.50%,5.82%
81521,1/7/2005,246,-1.52%,0.251,0.0042,2.88%,2.97%,5.80%,-0.90%
81521,1/14/2005,247,4.43%,0.2511,0.0044,2.89%,2.97%,5.76%,4.39%
81521,1/21/2005,248,1.97%,0.2499,0.0045,2.88%,2.97%,5.71%,2.27%
81521,1/28/2005,249,-5.93%,0.2489,0.0042,2.91%,2.99%,5.56%,-6.03%
81527,1/7/2005,246,-0.47%,0.8319,0.0039,9.43%,9.73%,5.94%,1.70%
81527,1/14/2005,247,2.71%,0.8319,0.004,9.41%,9.71%,5.94%,2.67%
81527,1/21/2005,248,0.91%,0.8309,0.004,9.40%,9.69%,5.93%,1.99%
81527,1/28/2005,249,-1.17%,0.8306,0.004,9.38%,9.67%,5.93%,-1.42%
81530,1/7/2005,246,-0.84%,0.726,0.0044,4.54%,4.99%,17.18%,1.04%
81530,1/14/2005,247,-1.04%,0.726,0.0043,4.53%,4.98%,17.17%,-1.08%
81530,1/21/2005,248,-1.05%,0.7264,0.0043,4.53%,4.97%,17.19%,-0.11%
81530,1/28/2005,249,-4.02%,0.7257,0.0041,4.53%,4.97%,17.11%,-4.24%
81533,1/7/2005,246,-0.95%,0.0381,0.0048,2.82%,2.82%,0.15%,-0.90%
81533,1/14/2005,247,-0.03%,0.038,0.0048,2.81%,2.81%,0.15%,-0.07%
81533,1/21/2005,248,-0.33%,0.0386,0.0048,2.81%,2.81%,0.15%,-0.31%
81533,1/28/2005,249,-0.66%,0.0384,0.0047,2.80%,2.80%,0.15%,-0.71%
81539,1/7/2005,246,-9.60%,2.8111,-0.0036,11.32%,13.86%,33.38%,-2.23%
81539,1/14/2005,247,-6.19%,2.811,-0.0038,11.30%,13.84%,33.35%,-6.24%
81539,1/21/2005,248,-0.94%,2.809,-0.0037,11.28%,13.81%,33.33%,2.78%
81539,1/28/2005,249,-2.22%,2.8086,-0.0038,11.26%,13.79%,33.32%,-2.95%
81540,1/7/2005,246,-1.33%,0.1752,0.0066,5.82%,5.84%,0.73%,-0.91%
81540,1/14/2005,247,-1.09%,0.1752,0.0065,5.81%,5.83%,0.73%,-1.13%
81540,1/21/2005,248,-0.45%,0.1758,0.0065,5.80%,5.82%,0.73%,-0.25%
81540,1/28/2005,249,2.39%,0.176,0.0065,5.79%,5.81%,0.74%,2.30%
81541,1/7/2005,246,-0.95%,0.6562,0.0075,3.62%,4.07%,21.07%,0.74%
81541,1/14/2005,247,-1.94%,0.6562,0.0074,3.62%,4.07%,21.03%,-1.98%
81541,1/21/2005,248,-0.88%,0.6567,0.0074,3.61%,4.06%,21.06%,-0.04%
81541,1/28/2005,249,-4.39%,0.6559,0.0071,3.62%,4.07%,20.88%,-4.59%
81546,1/7/2005,246,1.40%,0.0198,0.0028,2.26%,2.26%,0.06%,1.42%
81546,1/14/2005,247,-0.74%,0.0198,0.0027,2.26%,2.26%,0.06%,-0.78%
81546,1/21/2005,248,-1.11%,0.0207,0.0027,2.25%,2.25%,0.07%,-1.12%
81546,1/28/2005,249,-1.17%,0.0205,0.0026,2.25%,2.25%,0.07%,-1.22%
81547,1/7/2005,246,-7.79%,2.3218,-0.0006,10.44%,12.36%,28.65%,-1.70%
81547,1/14/2005,247,-7.49%,2.3216,-0.0009,10.43%,12.34%,28.61%,-7.53%
81547,1/21/2005,248,6.43%,2.3154,-0.0005,10.43%,12.33%,28.45%,9.50%
81547,1/28/2005,249,-2.14%,2.315,-0.0006,10.41%,12.30%,28.44%,-2.75%
81553,1/7/2005,246,-3.84%,0.6594,0.0041,6.85%,7.10%,7.00%,-2.15%
81553,1/14/2005,247,-0.68%,0.6594,0.0041,6.83%,7.09%,7.00%,-0.72%
81553,1/21/2005,248,-11.11%,0.6663,0.0037,6.85%,7.11%,7.08%,-10.26%
81553,1/28/2005,249,1.19%,0.6664,0.0037,6.84%,7.10%,7.08%,0.99%
81558,1/7/2005,245,1.26%,0.563,0.0005,7.24%,7.41%,4.70%,2.72%
81558,1/14/2005,246,-3.89%,0.5629,0.0003,7.23%,7.40%,4.69%,-3.93%
81558,1/21/2005,247,6.40%,0.5583,0.0006,7.22%,7.40%,4.60%,7.12%
81558,1/28/2005,248,-0.88%,0.5581,0.0006,7.21%,7.38%,4.60%,-1.05%
81560,1/7/2005,246,-0.09%,0.1373,0.0041,2.95%,2.98%,1.73%,0.23%
81560,1/14/2005,247,-2.01%,0.1373,0.004,2.95%,2.98%,1.72%,-2.05%
81560,1/21/2005,248,-0.08%,0.1375,0.004,2.95%,2.97%,1.73%,0.07%
81560,1/28/2005,249,0.04%,0.1374,0.004,2.94%,2.97%,1.72%,-0.04%
81562,1/7/2005,246,-5.71%,2.0403,0.0061,15.05%,16.14%,12.98%,-0.37%
81562,1/14/2005,247,-9.17%,2.0401,0.0057,15.04%,16.12%,12.96%,-9.21%
81562,1/21/2005,248,-2.10%,2.0401,0.0057,15.01%,16.09%,12.97%,0.60%
81562,1/28/2005,249,0.00%,2.04,0.0056,14.98%,16.05%,12.96%,-0.54%
81564,1/7/2005,246,-7.79%,0.4455,0.0068,3.17%,3.42%,13.80%,-6.68%
81564,1/14/2005,247,-2.03%,0.4454,0.0067,3.17%,3.41%,13.77%,-2.07%
81564,1/21/2005,248,0.20%,0.4454,0.0067,3.16%,3.41%,13.77%,0.76%
